Time,Open,High,Low,Close,Volume
2019.05.22 17:50:00,64.30415,64.31275,64.28905,64.30585,959
2019.05.22 17:40:00,64.30175,64.31382,64.29275,64.30385,1016
2019.05.22 17:30:00,64.28805,64.30924,64.28575,64.30175,854
2019.05.22 17:20:00,64.28275,64.29875,64.28275,64.28805,529
2019.05.22 17:10:00,64.27865,64.28945,64.24975,64.28275,730
2019.05.22 17:00:00,64.25535,64.28745,64.25525,64.27865,729
2019.05.22 16:50:00,64.27475,64.28135,64.24775,64.25507,653
2019.05.22 16:40:00,64.23475,64.27675,64.21975,64.27475,660
2019.05.22 16:30:00,64.25847,64.26695,64.22575,64.23475,1021
2019.05.22 16:20:00,64.26025,64.26305,64.21875,64.25847,1469
2019.05.22 16:10:00,64.21876,64.2763,64.21495,64.26025,776
2019.05.22 16:00:00,64.2257,64.25015,64.21296,64.21876,1005
2019.05.22 15:50:00,64.25115,64.25545,64.21335,64.2257,712
2019.05.22 15:40:00,64.22575,64.25675,64.21707,64.25115,491
2019.05.22 15:30:00,64.27078,64.27078,64.20775,64.22475,694
2019.05.22 15:20:00,64.26605,64.28061,64.2407,64.27144,869
2019.05.22 15:10:00,64.26298,64.27809,64.23885,64.26538,816
2019.05.22 15:00:00,64.24675,64.27542,64.24175,64.26298,647
2019.05.22 14:50:00,64.24515,64.24875,64.21375,64.24675,495
2019.05.22 14:40:00,64.24075,64.27205,64.23075,64.24575,584
2019.05.22 14:30:00,64.26875,64.27025,64.22375,64.23975,623
2019.05.22 14:20:00,64.24275,64.26935,64.21975,64.26875,512
2019.05.22 14:10:00,64.18352,64.25216,64.18052,64.24275,617
2019.05.22 14:00:00,64.17632,64.18455,64.16719,64.18352,428
2019.05.22 13:50:00,64.18929,64.19385,64.17418,64.17632,688
2019.05.22 13:40:00,64.1779,64.19525,64.17122,64.18929,807
2019.05.22 13:30:00,64.15555,64.17925,64.1493,64.1779,690
2019.05.22 13:20:00,64.18134,64.18535,64.14405,64.15545,975
2019.05.22 13:10:00,64.18475,64.20165,64.15945,64.18133,889
2019.05.22 13:00:00,64.20675,64.21975,64.17075,64.18475,514
2019.05.22 12:50:00,64.25901,64.26275,64.20575,64.20675,703
2019.05.22 12:40:00,64.25375,64.27085,64.24579,64.25901,852
2019.05.22 12:30:00,64.29875,64.3103,64.24905,64.25375,1269
2019.05.22 12:20:00,64.34021,64.34665,64.25745,64.29875,1297
2019.05.22 12:10:00,64.37765,64.37805,64.34021,64.34021,895
2019.05.22 12:00:00,64.39375,64.39575,64.36196,64.37665,939
2019.05.22 11:50:00,64.38575,64.40315,64.38515,64.39375,709
2019.05.22 11:40:00,64.34933,64.38775,64.33935,64.38575,879
2019.05.22 11:30:00,64.36875,64.37075,64.33475,64.34933,755
2019.05.22 11:20:00,64.37475,64.37475,64.34834,64.36775,923
2019.05.22 11:10:00,64.41175,64.41895,64.37275,64.37475,918
2019.05.22 11:00:00,64.42611,64.44995,64.40155,64.41175,642
2019.05.22 10:50:00,64.4534,64.46419,64.39855,64.42611,1514
2019.05.22 10:40:00,64.44885,64.47243,64.44352,64.4534,1072
2019.05.22 10:30:00,64.42475,64.46875,64.41366,64.44885,1066
2019.05.22 10:20:00,64.42875,64.43975,64.41275,64.42375,652
2019.05.22 10:10:00,64.39429,64.43569,64.34642,64.42875,953
2019.05.22 10:00:00,64.37635,64.47975,64.36555,64.39429,1467
2019.05.21 17:50:00,64.48075,64.49798,64.42205,64.44665,1011
2019.05.21 17:40:00,64.49585,64.51275,64.46875,64.48175,705
2019.05.21 17:30:00,64.51754,64.52225,64.47234,64.49585,493
2019.05.21 17:20:00,64.54393,64.55215,64.50842,64.51785,686
2019.05.21 17:10:00,64.55788,64.57975,64.54206,64.5438,601
2019.05.21 17:00:00,64.56555,64.56705,64.52375,64.55798,545
2019.05.21 16:50:00,64.54975,64.58035,64.53943,64.56555,769
2019.05.21 16:40:00,64.58275,64.58575,64.54275,64.54975,930
2019.05.21 16:30:00,64.55875,64.58769,64.55704,64.58275,670
2019.05.21 16:20:00,64.55975,64.56675,64.55072,64.55875,363
2019.05.21 16:10:00,64.54465,64.56146,64.53916,64.56103,689
2019.05.21 16:00:00,64.52046,64.5631,64.52045,64.54445,707
2019.05.21 15:50:00,64.51145,64.52855,64.50062,64.52046,747
2019.05.21 15:40:00,64.50675,64.53275,64.49995,64.51215,850
2019.05.21 15:30:00,64.50975,64.52905,64.50575,64.50725,541
2019.05.21 15:20:00,64.49555,64.52225,64.48475,64.51005,745
2019.05.21 15:10:00,64.49376,64.51075,64.47286,64.49555,689
2019.05.21 15:00:00,64.53725,64.54055,64.49376,64.49376,997
2019.05.21 14:50:00,64.53925,64.54975,64.53475,64.53695,621
2019.05.21 14:40:00,64.55605,64.55935,64.5333,64.53925,672
2019.05.21 14:30:00,64.54535,64.56345,64.53496,64.55605,1092
2019.05.21 14:20:00,64.52675,64.54875,64.51775,64.54415,693
2019.05.21 14:10:00,64.54175,64.54575,64.52375,64.52675,266
2019.05.21 14:00:00,64.53775,64.55485,64.52675,64.54185,724
2019.05.21 13:50:00,64.49975,64.53875,64.49334,64.53775,391
2019.05.21 13:40:00,64.49775,64.51275,64.48175,64.50075,818
2019.05.21 13:30:00,64.49775,64.50975,64.49275,64.49775,619
2019.05.21 13:20:00,64.47775,64.50145,64.47675,64.49775,766
2019.05.21 13:10:00,64.47475,64.47875,64.44245,64.47775,530
2019.05.21 13:00:00,64.50385,64.50605,64.45965,64.47375,557
2019.05.21 12:50:00,64.52355,64.52545,64.49551,64.50384,601
2019.05.21 12:40:00,64.56295,64.56975,64.52355,64.52355,434
2019.05.21 12:30:00,64.53135,64.56415,64.52917,64.56295,864
2019.05.21 12:20:00,64.55575,64.56175,64.51935,64.53185,1195
2019.05.21 12:10:00,64.59615,64.59795,64.53581,64.55575,972
2019.05.21 12:00:00,64.58375,64.61345,64.58165,64.59525,1154
2019.05.21 11:50:00,64.58475,64.59425,64.56961,64.58375,867
2019.05.21 11:40:00,64.57075,64.59075,64.55945,64.58475,268
2019.05.21 11:30:00,64.58275,64.58494,64.55195,64.57075,965
2019.05.21 11:20:00,64.58475,64.58675,64.55945,64.58275,671
2019.05.21 11:10:00,64.57475,64.60175,64.54752,64.58475,628
2019.05.21 11:00:00,64.55495,64.57875,64.54675,64.57475,591
2019.05.21 10:50:00,64.54975,64.55815,64.52575,64.55495,1001
2019.05.21 10:40:00,64.55675,64.57419,64.53775,64.54975,953
2019.05.21 10:30:00,64.53725,64.58309,64.53665,64.55605,1108
2019.05.21 10:20:00,64.51675,64.54612,64.51025,64.53755,854
2019.05.21 10:10:00,64.46075,64.51875,64.4527,64.51585,976
2019.05.21 10:00:00,64.57875,64.58975,64.45035,64.46175,880
2019.05.20 17:50:00,64.47105,64.48695,64.43855,64.47145,1002
2019.05.20 17:40:00,64.45455,64.47105,64.41015,64.47105,1328
2019.05.20 17:30:00,64.48955,64.49875,64.44655,64.45355,820
2019.05.20 17:20:00,64.48958,64.50204,64.47315,64.48955,922
2019.05.20 17:10:00,64.52085,64.52825,64.47594,64.48958,674
2019.05.20 17:00:00,64.51979,64.53052,64.50259,64.52075,532
2019.05.20 16:50:00,64.54185,64.56463,64.50978,64.51979,960
2019.05.20 16:40:00,64.59435,64.60525,64.53802,64.54185,1536
2019.05.20 16:30:00,64.53935,64.60428,64.53775,64.59465,1515
2019.05.20 16:20:00,64.53975,64.56463,64.53066,64.53775,623
2019.05.20 16:10:00,64.53675,64.63275,64.53375,64.53875,1067
2019.05.20 16:00:00,64.5549,64.55595,64.53075,64.53775,679
2019.05.20 15:50:00,64.54838,64.55745,64.54675,64.55597,464
2019.05.20 15:40:00,64.55275,64.56136,64.52444,64.54838,551
2019.05.20 15:30:00,64.52865,64.57275,64.52865,64.55328,552
2019.05.20 15:20:00,64.51475,64.54275,64.50578,64.52865,523
2019.05.20 15:10:00,64.54342,64.55505,64.50605,64.51595,916
2019.05.20 15:00:00,64.5153,64.54865,64.50737,64.54342,877
2019.05.20 14:50:00,64.53895,64.54075,64.49645,64.5153,1214
2019.05.20 14:40:00,64.53792,64.55695,64.53755,64.53755,767
2019.05.20 14:30:00,64.53305,64.54095,64.52675,64.53792,484
2019.05.20 14:20:00,64.55475,64.5619,64.52715,64.53245,463
2019.05.20 14:10:00,64.56075,64.56203,64.54375,64.55475,326
2019.05.20 14:00:00,64.55575,64.56315,64.54874,64.56075,298
2019.05.20 13:50:00,64.53985,64.55675,64.53345,64.55575,423
2019.05.20 13:40:00,64.53515,64.54395,64.52886,64.53975,515
2019.05.20 13:30:00,64.54275,64.54483,64.52209,64.53515,489
2019.05.20 13:20:00,64.53875,64.54808,64.52975,64.54275,603
2019.05.20 13:10:00,64.54075,64.54857,64.53601,64.53875,470
2019.05.20 13:00:00,64.53475,64.54118,64.53095,64.54075,287
2019.05.20 12:50:00,64.53895,64.54899,64.53141,64.53475,672
2019.05.20 12:40:00,64.54075,64.54175,64.52178,64.53895,638
2019.05.20 12:30:00,64.51175,64.54875,64.50845,64.54075,518
2019.05.20 12:20:00,64.54475,64.54855,64.50717,64.51175,619
2019.05.20 12:10:00,64.55775,64.55775,64.52843,64.54475,658
2019.05.20 12:00:00,64.58205,64.58775,64.52755,64.55775,1081
2019.05.20 11:50:00,64.55475,64.59715,64.54875,64.58205,1029
2019.05.20 11:40:00,64.52575,64.55603,64.51845,64.55475,682
2019.05.20 11:30:00,64.49977,64.52675,64.49675,64.52575,328
2019.05.20 11:20:00,64.48175,64.50337,64.47885,64.50065,445
2019.05.20 11:10:00,64.50505,64.51205,64.47703,64.48175,929
2019.05.20 11:00:00,64.49975,64.51965,64.48775,64.50565,1328
2019.05.20 10:50:00,64.49345,64.50907,64.48475,64.50085,1004
